cell,n_buildings,density
0097_0097,5716,55.44
0097_0098,2014,19.55
0097_0099,3155,30.67
0097_0100,4976,48.42
0097_0101,2873,27.99
0098_0005,5580,49.61
0098_0006,6628,58.97
0098_0007,2595,23.11
0098_0008,4067,36.24
0098_0009,4473,39.89
0098_0010,4353,38.85
0098_0011,5038,45.00
0098_0012,5227,46.73
0098_0013,7839,70.13
0098_0014,7546,67.57
0098_0015,7532,67.49
0098_0016,2410,21.61
0098_0017,1043,9.36
0098_0047,7442,68.56
0098_0048,23389,215.68
0098_0049,65776,607.10
0098_0050,21077,194.72
0098_0051,28219,260.95
0098_0052,37304,345.28
0098_0053,12604,116.77
0098_0054,5975,55.41
0098_0055,5533,51.36
0098_0056,6468,60.10
0098_0057,3388,31.51
0098_0058,3742,34.84
0098_0059,9142,85.19
0098_0060,25659,239.33
0098_0061,52455,489.75
0098_0062,52142,487.31
0098_0063,96514,902.89
0098_0064,39343,368.42
0098_0065,38560,361.45
0098_0066,29021,272.30
0098_0067,24871,233.60
0098_0068,23686,222.69
0098_0069,47153,443.77
0098_0070,28542,268.89
0098_0071,19249,181.53
0098_0072,26837,253.35
0098_0073,22975,217.11
0098_0074,17644,166.91
0098_0075,13211,125.10
0098_0076,14924,141.47
0098_0077,8017,76.08
0098_0078,6819,64.78
0098_0079,10791,102.61
0098_0080,6621,63.03
0098_0081,6628,63.16
0098_0082,5148,49.11
0098_0083,5584,53.33
0098_0084,4050,38.72
0098_0085,8695,83.21
0098_0086,14555,139.45
0098_0087,13266,127.24
0098_0088,15375,147.63
0098_0089,10750,103.33
0098_0090,18717,180.11
0098_0091,56656,545.79
0098_0092,77786,750.17
0098_0093,23785,229.64
0098_0094,3796,36.69
0098_0095,3128,30.27
0098_0096,9873,95.64
0098_0097,21155,205.17
0098_0098,1775,17.23
0098_0099,5098,49.55
0098_0100,9012,87.70
0098_0101,9113,88.78
0099_0005,5074,45.11
0099_0006,7207,64.13
0099_0007,5544,49.37
0099_0008,5243,46.72
0099_0009,4197,37.43
0099_0010,4653,41.53
0099_0011,5117,45.71
0099_0012,8776,78.45
0099_0013,4089,36.58
0099_0014,6235,55.83
0099_0015,1400,12.55
0099_0048,3092,28.51
0099_0049,13300,122.76
0099_0050,29454,272.11
0099_0051,26710,246.99
0099_0052,35242,326.20
0099_0053,33804,313.18
0099_0054,15510,143.83
0099_0055,26657,247.44
0099_0056,29579,274.83
0099_0057,33247,309.21
0099_0058,16924,157.55
0099_0059,11629,108.36
0099_0060,6643,61.96
0099_0061,11190,104.48
0099_0062,12721,118.89
0099_0063,15195,142.15
0099_0064,8498,79.58
0099_0065,6083,57.02
0099_0066,7743,72.65
0099_0067,11279,105.94
0099_0068,5959,56.03
0099_0069,2057,19.36
0099_0070,4034,38.00
0099_0071,4669,44.03
0099_0072,5813,54.88
0099_0073,3183,30.08
0099_0074,3396,32.13
0099_0075,2986,28.28
0099_0076,5421,51.39
0099_0077,9152,86.85
0099_0078,19630,186.47
0099_0079,22749,216.33
0099_0080,17471,166.31
0099_0081,18758,178.75
0099_0082,10579,100.92
0099_0083,12016,114.75
0099_0084,11295,107.98
0099_0085,4154,39.76
0099_0086,8764,83.97
0099_0087,9879,94.75
0099_0088,19711,189.26
0099_0089,25924,249.19
0099_0090,42019,404.34
0099_0091,43239,416.54
0099_0092,24917,240.30
0099_0093,35077,338.66
0099_0094,2119,20.48
0099_0095,7682,74.33
0099_0096,10560,102.30
0099_0097,14015,135.92
0099_0098,6907,67.06
0099_0099,4692,45.61
0099_0100,15653,152.33
0099_0101,8495,82.76
0100_0006,3808,33.88
0100_0008,3415,30.43
0100_0009,4159,37.09
0100_0010,3208,28.63
0100_0011,2297,20.52
0100_0012,2785,24.90
0100_0013,4721,42.24
0100_0014,1362,12.20
0100_0048,6074,56.01
0100_0049,7122,65.73
0100_0050,18960,175.16
0100_0051,24521,226.75
0100_0052,38975,360.75
0100_0053,34512,319.74
0100_0054,22767,211.13
0100_0055,21622,200.70
0100_0056,69949,649.92
0100_0057,47863,445.14
0100_0058,40185,374.09
0100_0059,25716,239.63
0100_0060,28957,270.09
0100_0061,23658,220.88
0100_0062,18794,175.64
0100_0063,28099,262.87
0100_0064,30430,284.95
0100_0065,23953,224.53
0100_0066,31346,294.12
0100_0067,29924,281.06
0100_0068,30262,284.52
0100_0069,18443,173.57
0100_0070,37434,352.66
0100_0071,26425,249.20
0100_0072,46059,434.81
0100_0073,19139,180.86
0100_0074,32115,303.80
0100_0075,28919,273.85
0100_0076,19144,181.47
0100_0077,20260,192.25
0100_0078,9059,86.05
0100_0079,2884,27.42
0100_0080,48842,464.94
0100_0081,126321,1203.77
0100_0082,26357,251.43
0100_0083,13613,130.00
0100_0084,5509,52.67
0100_0085,8495,81.30
0100_0086,7130,68.31
0100_0087,12926,123.98
0100_0088,33126,318.06
0100_0089,18225,175.18
0100_0090,13386,128.81
0100_0091,13732,132.29
0100_0092,23603,227.63
0100_0093,19780,190.97
0100_0094,8782,84.88
0100_0095,2317,22.42
0100_0096,5525,53.52
0100_0097,15344,148.81
0100_0098,4274,41.50
0100_0099,4605,44.76
0100_0100,16787,163.36
0100_0101,1864,18.16
0100_0102,3209,31.30
0101_0006,2242,19.95
0101_0007,1094,9.74
0101_0009,2022,18.03
0101_0010,1830,16.33
0101_0011,3537,31.59
0101_0048,2017,18.60
0101_0049,5794,53.48
0101_0050,8941,82.60
0101_0051,14625,135.24
0101_0052,39329,364.03
0101_0053,28911,267.85
0101_0054,33840,313.82
0101_0055,28114,260.96
0101_0056,27654,256.94
0101_0057,25815,240.09
0101_0058,40892,380.67
0101_0059,35626,331.97
0101_0060,34313,320.05
0101_0061,33469,312.48
0101_0062,50280,469.90
0101_0063,55937,523.29
0101_0064,58890,551.46
0101_0065,43951,411.98
0101_0066,53093,498.17
0101_0067,71963,675.90
0101_0068,35271,331.61
0101_0069,29814,280.59
0101_0070,29927,281.94
0101_0071,31551,297.54
0101_0072,75714,714.76
0101_0073,36431,344.27
0101_0074,30355,287.15
0101_0075,38509,364.66
0101_0076,30212,286.39
0101_0077,36487,346.24
0101_0078,33372,317.01
0101_0079,31092,295.66
0101_0080,17817,169.61
0101_0081,7428,70.78
0101_0082,14436,137.71
0101_0083,30739,293.55
0101_0084,17279,165.19
0101_0085,4366,41.78
0101_0086,4490,43.02
0101_0087,13827,132.62
0101_0088,12928,124.13
0101_0089,5920,56.90
0101_0090,11717,112.75
0101_0091,18454,177.77
0101_0092,34497,332.69
0101_0093,33447,322.92
0101_0094,6397,61.83
0101_0095,4174,40.39
0101_0096,7512,72.77
0101_0097,16274,157.83
0101_0098,8824,85.67
0101_0099,3318,32.25
0101_0100,17429,169.61
0101_0101,2246,21.88
0101_0102,10827,105.60
0101_0103,1173,11.45
0102_0006,1047,9.32
0102_0050,1586,14.65
0102_0051,2865,26.49
0102_0052,1566,14.49
0102_0053,6413,59.41
0102_0054,19601,181.77
0102_0055,56370,523.25
0102_0056,27416,254.73
0102_0057,25304,235.33
0102_0058,23403,217.86
0102_0059,24828,231.35
0102_0060,50945,475.18
0102_0061,38604,360.43
0102_0062,32239,301.30
0102_0063,36591,342.31
0102_0064,23266,217.87
0102_0065,14878,139.46
0102_0066,19870,186.44
0102_0067,16741,157.24
0102_0068,21253,199.82
0102_0069,15937,149.99
0102_0070,12867,121.22
0102_0071,21103,199.01
0102_0072,29281,276.42
0102_0073,22502,212.64
0102_0074,21544,203.80
0102_0075,15041,142.43
0102_0076,13399,127.01
0102_0077,16511,156.68
0102_0078,33955,322.55
0102_0079,73040,694.56
0102_0080,57984,551.97
0102_0081,24971,237.96
0102_0082,14199,135.45
0102_0083,9027,86.21
0102_0084,24847,237.54
0102_0085,2987,28.59
0102_0086,7514,71.99
0102_0087,3518,33.74
0102_0088,7729,74.21
0102_0089,3765,36.19
0102_0090,6002,57.76
0102_0091,7056,67.97
0102_0092,16717,161.22
0102_0093,28477,274.94
0102_0094,18021,174.18
0102_0095,11775,113.94
0102_0096,3515,34.05
0102_0097,8686,84.24
0102_0098,38615,374.92
0102_0099,5025,48.84
0102_0100,6841,66.57
0102_0101,4009,39.06
0102_0102,7620,74.32
0102_0103,9429,92.08
0102_0104,4321,42.24
0102_0107,7526,73.84
0102_0108,2826,27.76
0102_0109,1835,18.05
0103_0052,1571,14.54
0103_0053,8110,75.14
0103_0054,27989,259.56
0103_0055,30147,279.84
0103_0056,38171,354.66
0103_0057,31646,294.32
0103_0058,34250,318.84
0103_0059,24087,224.45
0103_0060,19124,178.38
0103_0061,18947,176.90
0103_0062,36246,338.75
0103_0063,98001,916.80
0103_0064,21541,201.72
0103_0065,12593,118.04
0103_0066,11802,110.74
0103_0067,10672,100.24
0103_0068,27383,257.45
0103_0069,14296,134.55
0103_0070,16881,159.03
0103_0071,12225,115.29
0103_0072,40722,384.42
0103_0073,19048,180.00
0103_0074,37493,354.67
0103_0075,19975,189.15
0103_0076,20477,194.11
0103_0077,21371,202.80
0103_0078,27120,257.62
0103_0079,23947,227.72
0103_0080,18393,175.09
0103_0081,17110,163.05
0103_0082,21734,207.33
0103_0083,15614,149.11
0103_0084,4825,46.13
0103_0085,14042,134.39
0103_0086,10306,98.74
0103_0087,3674,35.24
0103_0088,2814,27.02
0103_0089,7252,69.71
0103_0090,8226,79.16
0103_0091,13460,129.66
0103_0092,4987,48.09
0103_0093,9984,96.39
0103_0094,30755,297.26
0103_0095,11281,109.16
0103_0096,6866,66.51
0103_0097,3147,30.52
0103_0098,9180,89.13
0103_0099,6480,62.99
0103_0100,2101,20.45
0103_0101,2794,27.22
0103_0102,3946,38.49
0103_0103,25129,245.39
0103_0104,24402,238.56
0103_0105,8340,81.63
0103_0106,6186,60.62
0103_0107,10531,103.32
0103_0108,6962,68.38
0103_0109,11323,111.35
0104_0050,1603,14.81
0104_0052,7521,69.61
0104_0053,27626,255.95
0104_0054,73601,682.54
0104_0055,31861,295.75
0104_0056,34692,322.33
0104_0057,25134,233.75
0104_0058,17732,165.07
0104_0059,24592,229.16
0104_0060,35600,332.06
0104_0061,76296,712.34
0104_0062,33082,309.18
0104_0063,28961,270.93
0104_0064,22579,211.44
0104_0065,14937,140.01
0104_0066,6673,62.61
0104_0067,4038,37.93
0104_0068,16212,152.42
0104_0069,13344,125.59
0104_0070,14524,136.83
0104_0071,12830,120.99
0104_0072,17706,167.15
0104_0073,16305,154.08
0104_0074,10539,99.70
0104_0075,12506,118.43
0104_0076,9627,91.26
0104_0077,10449,99.15
0104_0078,13647,129.64
0104_0079,9682,92.07
0104_0080,8297,78.98
0104_0081,13857,132.05
0104_0082,11499,109.70
0104_0083,11316,108.07
0104_0084,22785,217.83
0104_0085,6744,64.54
0104_0086,12084,115.77
0104_0087,6300,60.42
0104_0088,5962,57.24
0104_0089,22705,218.24
0104_0090,21489,206.78
0104_0091,16501,158.96
0104_0092,11148,107.51
0104_0093,8429,81.38
0104_0094,32805,317.08
0104_0095,7239,70.05
0104_0096,14174,137.31
0104_0097,6610,64.11
0104_0098,14329,139.12
0104_0099,8421,81.85
0104_0100,2114,20.57
0104_0101,8048,78.41
0104_0102,10284,100.31
0104_0103,9347,91.27
0104_0104,7738,75.65
0104_0105,4137,40.49
0104_0106,7065,69.23
0104_0107,19518,191.49
0104_0108,23276,228.63
0104_0109,19401,190.79
0104_0110,9840,96.88
0104_0111,2659,26.21
0105_0052,6567,60.78
0105_0053,20079,186.03
0105_0054,30746,285.12
0105_0055,44593,413.93
0105_0056,26997,250.84
0105_0057,25785,239.81
0105_0058,19584,182.31
0105_0059,23920,222.89
0105_0060,28351,264.44
0105_0061,26180,244.43
0105_0062,45654,426.67
0105_0063,53394,499.50
0105_0064,124262,1163.62
0105_0065,32735,306.84
0105_0066,7652,71.80
0105_0068,2571,24.17
0105_0069,3974,37.40
0105_0070,8907,83.91
0105_0071,10732,101.21
0105_0072,7609,71.83
0105_0073,5435,51.36
0105_0074,5176,48.96
0105_0075,6096,57.73
0105_0076,8786,83.29
0105_0077,4843,45.96
0105_0078,7475,71.01
0105_0079,8857,84.22
0105_0080,9695,92.29
0105_0081,13465,128.31
0105_0082,5426,51.76
0105_0083,15174,144.91
0105_0084,21114,201.85
0105_0085,40756,390.05
0105_0086,21585,206.80
0105_0087,4009,38.45
0105_0088,1110,10.66
0105_0089,2327,22.37
0105_0090,6068,58.39
0105_0091,29831,287.37
0105_0092,16395,158.11
0105_0093,2602,25.12
0105_0094,9506,91.88
0105_0095,3283,31.77
0105_0096,10267,99.46
0105_0097,20605,199.83
0105_0098,62508,606.91
0105_0099,3296,32.04
0105_0100,1949,18.97
0105_0101,30760,299.68
0105_0102,91237,889.91
0105_0103,64938,634.13
0105_0104,32449,317.24
0105_0105,4812,47.10
0105_0106,22372,219.23
0105_0107,12523,122.86
0105_0108,10434,102.49
0105_0109,14161,139.26
0105_0110,29525,290.69
0105_0111,35249,347.46
0106_0052,9487,87.81
0106_0053,19735,182.84
0106_0054,22109,205.03
0106_0055,42171,391.45
0106_0056,27203,252.75
0106_0057,28194,262.21
0106_0058,30266,281.75
0106_0059,23418,218.22
0106_0060,35287,329.14
0106_0061,33128,309.30
0106_0062,29612,276.75
0106_0063,41137,384.84
0106_0064,330285,3092.87
0106_0065,180918,1695.85
0106_0066,24507,229.95
0106_0067,5868,55.11
0106_0068,7311,68.74
0106_0069,4856,45.70
0106_0070,4073,38.37
0106_0071,5823,54.91
0106_0072,4875,46.02
0106_0073,5944,56.17
0106_0074,3864,36.55
0106_0075,1841,17.43
0106_0076,8109,76.87
0106_0077,5100,48.40
0106_0078,6293,59.78
0106_0079,9072,86.27
0106_0080,3426,32.61
0106_0081,4450,42.41
0106_0082,9355,89.24
0106_0083,8180,78.12
0106_0084,11943,114.18
0106_0085,19949,190.92
0106_0086,26496,253.85
0106_0087,40032,383.95
0106_0088,47476,455.85
0106_0089,15690,150.81
0106_0090,29849,287.23
0106_0091,10681,102.89
0106_0092,28992,279.60
0106_0093,2369,22.87
0106_0094,13933,134.67
0106_0095,16143,156.21
0106_0096,10852,105.13
0106_0097,24482,237.43
0106_0098,95203,924.35
0106_0099,26055,253.26
0106_0100,16889,164.35
0106_0101,51268,499.48
0106_0102,178089,1737.05
0106_0103,131272,1281.88
0106_0104,63646,622.23
0106_0105,19691,192.73
0106_0106,9590,93.98
0106_0107,4681,45.92
0106_0108,12475,122.53
0106_0109,12407,122.01
0106_0110,51399,506.06
0106_0111,30128,296.98
0106_0112,8814,86.99
0106_0122,3161,31.58
0107_0052,5425,50.21
0107_0053,24096,223.24
0107_0054,13289,123.24
0107_0055,20968,194.63
0107_0056,53623,498.23
0107_0057,27428,255.09
0107_0058,71229,663.09
0107_0059,25937,241.69
0107_0060,27753,258.86
0107_0061,26772,249.96
0107_0062,26958,251.94
0107_0063,31814,297.62
0107_0064,57575,539.15
0107_0065,58227,545.80
0107_0066,31524,295.79
0107_0067,15979,150.08
0107_0068,16380,154.00
0107_0069,2981,28.06
0107_0070,1884,17.75
0107_0071,3516,33.16
0107_0072,3069,28.97
0107_0073,3847,36.35
0107_0074,3803,35.98
0107_0075,3682,34.87
0107_0076,4999,47.39
0107_0077,3975,37.72
0107_0078,2751,26.13
0107_0079,4373,41.58
0107_0080,7311,69.60
0107_0081,8713,83.03
0107_0082,4276,40.79
0107_0083,21068,201.20
0107_0084,5383,51.46
0107_0085,17937,171.66
0107_0086,8666,83.03
0107_0087,17687,169.64
0107_0088,48475,465.44
0107_0089,29869,287.11
0107_0090,28027,269.70
0107_0091,26674,256.96
0107_0092,23884,230.34
0107_0093,3895,37.61
0107_0094,13346,129.00
0107_0095,4227,40.90
0107_0096,5723,55.44
0107_0097,18739,181.74
0107_0098,23895,232.00
0107_0099,8461,82.24
0107_0100,45841,446.10
0107_0101,54542,531.38
0107_0102,216715,2113.80
0107_0103,221397,2161.96
0107_0104,64123,626.89
0107_0105,94046,920.51
0107_0106,24337,238.49
0107_0107,5032,49.37
0107_0108,5342,52.47
0107_0109,12000,118.01
0107_0110,32646,321.42
0107_0111,20888,205.90
0107_0112,17094,168.70
0107_0113,2875,28.41
0107_0116,2410,23.90
0107_0122,5320,53.15
0108_0052,2717,25.15
0108_0053,24417,226.22
0108_0054,18103,167.88
0108_0055,20724,192.37
0108_0056,159690,1483.73
0108_0057,56500,525.46
0108_0058,40489,376.92
0108_0059,22725,211.76
0108_0060,26576,247.89
0108_0061,27501,256.76
0108_0062,29860,279.06
0108_0063,36470,341.18
0108_0064,33341,312.21
0108_0065,49892,467.67
0108_0066,27352,256.64
0108_0067,24685,231.85
0108_0068,10471,98.45
0108_0069,17176,161.65
0108_0070,10791,101.66
0108_0071,2958,27.90
0108_0072,2314,21.84
0108_0073,1912,18.07
0108_0074,2523,23.87
0108_0075,3564,33.75
0108_0076,9161,86.84
0108_0077,2918,27.69
0108_0078,1935,18.38
0108_0079,4575,43.50
0108_0080,4961,47.23
0108_0081,4462,42.52
0108_0082,9860,94.06
0108_0083,16393,156.55
0108_0084,9751,93.22
0108_0085,14129,135.22
0108_0086,6188,59.29
0108_0087,30144,289.12
0108_0088,24547,235.69
0108_0089,19558,187.99
0108_0090,1783,17.16
0108_0091,1441,13.88
0108_0092,7622,73.51
0108_0093,3034,29.29
0108_0094,4866,47.03
0108_0097,12784,123.98
0108_0098,8940,86.80
0108_0099,4711,45.79
0108_0100,20682,201.27
0108_0101,30962,301.65
0108_0102,76696,748.08
0108_0103,87310,852.59
0108_0104,67133,656.32
0108_0105,80747,790.34
0108_0106,50119,491.13
0108_0107,12347,121.13
0108_0108,10519,103.32
0108_0109,6730,66.18
0108_0110,24424,240.47
0108_0111,37974,374.32
0108_0112,43213,426.48
0108_0113,6258,61.84
0108_0114,3491,34.54
0108_0116,2158,21.40
0108_0117,1617,16.06
0108_0119,2583,25.71
0108_0120,1276,12.72
0109_0053,11032,102.21
0109_0054,29200,270.79
0109_0055,9666,89.72
0109_0056,21032,195.41
0109_0057,21163,196.82
0109_0058,38077,354.47
0109_0059,22897,213.36
0109_0060,30452,284.04
0109_0061,24627,229.93
0109_0062,29289,273.73
0109_0063,45583,426.43
0109_0064,19949,186.81
0109_0065,30209,283.17
0109_0066,44694,419.36
0109_0067,26675,250.54
0109_0068,17275,162.42
0109_0069,22427,211.07
0109_0070,22940,216.12
0109_0071,12395,116.89
0109_0072,3155,29.78
0109_0073,1906,18.01
0109_0074,2927,27.69
0109_0075,2927,27.72
0109_0076,6069,57.53
0109_0077,3854,36.57
0109_0078,1569,14.90
0109_0079,2166,20.60
0109_0080,5451,51.89
0109_0081,3833,36.53
0109_0082,6346,60.54
0109_0083,19084,182.25
0109_0084,11768,112.50
0109_0085,11496,110.02
0109_0086,21178,202.90
0109_0087,15007,143.93
0109_0088,9932,95.36
0109_0089,12186,117.13
0109_0090,13792,132.72
0109_0091,7807,75.21
0109_0092,1080,10.42
0109_0093,8819,85.15
0109_0094,3300,31.90
0109_0095,2604,25.20
0109_0096,3025,29.30
0109_0097,6379,61.87
0109_0098,3589,34.85
0109_0099,7993,77.69
0109_0100,4283,41.68
0109_0101,24265,236.40
0109_0102,55183,538.24
0109_0103,69114,674.91
0109_0104,101028,987.69
0109_0105,67862,664.22
0109_0106,60298,590.88
0109_0107,26077,255.84
0109_0108,9395,92.28
0109_0109,17936,176.38
0109_0110,26254,258.49
0109_0111,32992,325.22
0109_0112,45869,452.69
0109_0113,20353,201.11
0109_0114,5562,55.02
0109_0115,2088,20.68
0109_0117,2293,22.77
0109_0118,14389,143.04
0109_0119,4474,44.53
0109_0120,11730,116.90
0109_0121,19923,198.79
0109_0122,2415,24.13
0109_0123,3683,36.84
0110_0053,3979,36.86
0110_0054,13561,125.76
0110_0055,5253,48.76
0110_0056,4453,41.37
0110_0057,28727,267.17
0110_0058,33576,312.57
0110_0059,65313,608.61
0110_0060,22045,205.62
0110_0061,25564,238.68
0110_0062,35996,336.41
0110_0063,24417,228.42
0110_0064,24107,225.74
0110_0065,72685,681.32
0110_0066,61685,578.79
0110_0067,37439,351.64
0110_0068,26287,247.15
0110_0069,11722,110.32
0110_0070,10975,103.39
0110_0071,27497,259.31
0110_0072,20796,196.32
0110_0073,3873,36.60
0110_0074,2707,25.61
0110_0075,4802,45.47
0110_0076,4603,43.63
0110_0077,3397,32.24
0110_0078,3866,36.72
0110_0079,4144,39.41
0110_0080,3834,36.50
0110_0081,14866,141.66
0110_0082,8853,84.45
0110_0083,11576,110.55
0110_0084,8680,82.98
0110_0085,8950,85.65
0110_0086,38114,365.16
0110_0087,10486,100.57
0110_0088,4504,43.25
0110_0089,20365,195.75
0110_0090,12870,123.84
0110_0091,11166,107.57
0110_0092,8633,83.26
0110_0093,9404,90.79
0110_0094,8159,78.86
0110_0095,14053,135.98
0110_0096,5240,50.76
0110_0097,5596,54.27
0110_0098,12560,121.95
0110_0099,5025,48.84
0110_0100,1936,18.84
0110_0101,19784,192.75
0110_0102,43651,425.76
0110_0103,53542,522.84
0110_0104,62378,609.83
0110_0105,80421,787.15
0110_0106,86481,847.45
0110_0107,60805,596.54
0110_0108,32458,318.81
0110_0109,27026,265.77
0110_0110,35260,347.16
0110_0111,46960,462.90
0110_0112,24880,245.55
0110_0113,6227,61.53
0110_0114,16315,161.40
0110_0115,6903,68.37
0110_0119,2154,21.44
0110_0122,2474,24.72
0110_0123,1177,11.77
0111_0055,2943,27.32
0111_0057,15028,139.76
0111_0058,19200,178.74
0111_0059,28990,270.14
0111_0060,25716,239.86
0111_0061,28724,268.18
0111_0062,25080,234.39
0111_0063,24469,228.91
0111_0064,15781,147.78
0111_0065,37615,352.59
0111_0066,34332,322.14
0111_0067,25666,241.06
0111_0068,30821,289.77
0111_0069,15811,148.80
0111_0070,23633,222.65
0111_0071,11609,109.48
0111_0072,26796,252.96
0111_0073,27156,256.62
0111_0074,12374,117.05
0111_0075,3400,32.20
0111_0076,1454,13.78
0111_0077,1972,18.71
0111_0078,4768,45.29
0111_0079,3792,36.06
0111_0080,5877,55.94
0111_0081,3474,33.11
0111_0082,8264,78.84
0111_0083,8592,82.05
0111_0084,9529,91.10
0111_0085,10783,103.20
0111_0086,11444,109.64
0111_0087,7189,68.95
0111_0088,8261,79.32
0111_0089,3487,33.52
0111_0090,10122,97.40
0111_0091,14762,142.21
0111_0092,10178,98.16
0111_0093,12010,115.95
0111_0094,8070,78.00
0111_0095,12637,122.28
0111_0096,6456,62.54
0111_0097,24868,241.18
0111_0098,9210,89.42
0111_0099,8190,79.61
0111_0100,9102,88.58
0111_0101,7654,74.57
0111_0102,52803,515.03
0111_0103,85424,834.17
0111_0104,112583,1100.66
0111_0105,86565,847.28
0111_0106,56715,555.77
0111_0107,38786,380.52
0111_0108,21813,214.25
0111_0109,63792,627.33
0111_0110,33960,334.36
0111_0111,31052,306.09
0111_0112,23765,234.54
0111_0113,17950,177.36
0111_0114,15634,154.67
0111_0115,8033,79.57
0111_0116,4016,39.83
0111_0120,1901,18.94
0111_0122,2985,29.82
0111_0123,2932,29.33
0111_0124,2989,29.94
0112_0057,8492,78.98
0112_0058,18472,171.96
0112_0059,27668,257.82
0112_0060,32221,300.54
0112_0061,26191,244.53
0112_0062,25569,238.96
0112_0063,36575,342.16
0112_0064,20422,191.24
0112_0065,17860,167.41
0112_0066,19024,178.50
0112_0067,36198,339.99
0112_0068,46030,432.77
0112_0069,11939,112.36
0112_0070,25179,237.21
0112_0071,38566,363.70
0112_0072,16353,154.38
0112_0073,16380,154.79
0112_0074,26848,253.97
0112_0075,19191,181.73
0112_0076,17713,167.91
0112_0077,14230,135.03
0112_0078,9641,91.58
0112_0079,8004,76.11
0112_0080,6815,64.87
0112_0081,7107,67.73
0112_0082,5801,55.34
0112_0083,10426,99.57
0112_0084,3082,29.46
0112_0085,25815,247.06
0112_0086,12446,119.24
0112_0087,3615,34.67
0112_0088,17700,169.95
0112_0089,2226,21.40
0112_0090,8011,77.09
0112_0091,15907,153.24
0112_0092,15260,147.17
0112_0093,8455,81.63
0112_0094,7671,74.14
0112_0095,8383,81.12
0112_0096,5098,49.39
0112_0097,11173,108.36
0112_0098,11370,110.39
0112_0099,9477,92.12
0112_0100,6625,64.47
0112_0101,14614,142.38
0112_0102,53316,520.03
0112_0103,51821,506.04
0112_0104,126172,1233.51
0112_0105,80548,788.39
0112_0106,60476,592.62
0112_0107,34180,335.33
0112_0108,16091,158.05
0112_0109,49344,485.25
0112_0110,31581,310.94
0112_0111,9174,90.43
0112_0112,18477,182.35
0112_0113,16453,162.57
0112_0114,9619,95.16
0112_0115,1523,15.09
0112_0116,6257,62.05
0112_0117,1336,13.27
0112_0124,5804,58.13
0112_0125,1542,15.46
0113_0058,25986,241.91
0113_0059,20602,191.98
0113_0060,50637,472.31
0113_0061,31846,297.33
0113_0062,20347,190.16
0113_0063,26579,248.65
0113_0064,29808,279.13
0113_0065,21864,204.94
0113_0066,30390,285.15
0113_0067,25703,241.41
0113_0068,28945,272.14
0113_0069,11934,112.32
0113_0070,13522,127.39
0113_0071,18985,179.04
0113_0072,18814,177.61
0113_0073,19422,183.54
0113_0074,17986,170.14
0113_0075,11242,106.46
0113_0076,16054,152.18
0113_0077,16798,159.40
0113_0078,14374,136.54
0113_0079,12491,118.78
0113_0080,11513,109.60
0113_0081,8650,82.43
0113_0082,6790,64.77
0113_0083,7899,75.43
0113_0084,7347,70.24
0113_0085,26428,252.93
0113_0086,8646,82.84
0113_0087,5765,55.29
0113_0088,19930,191.36
0113_0089,6803,65.39
0113_0090,5863,56.42
0113_0091,14721,141.81
0113_0092,11005,106.13
0113_0093,7211,69.62
0113_0094,6049,58.47
0113_0095,12717,123.05
0113_0096,9959,96.48
0113_0097,12043,116.80
0113_0098,19845,192.68
0113_0099,2222,21.60
0113_0100,10089,98.18
0113_0101,23221,226.23
0113_0102,61793,602.72
0113_0103,22890,223.52
0113_0104,55567,543.25
0113_0105,71421,699.06
0113_0106,28498,279.26
0113_0107,13780,135.19
0113_0108,6961,68.37
0113_0109,35004,344.23
0113_0110,15206,149.71
0113_0111,21334,210.30
0113_0112,15375,151.74
0113_0113,4726,46.70
0113_0114,4767,47.16
0113_0116,2168,21.50
0113_0117,3625,35.99
0113_0125,11730,117.63
0113_0126,2511,25.21
0114_0053,1647,15.26
0114_0054,8441,78.28
0114_0055,2340,21.72
0114_0058,14467,134.68
0114_0059,27346,254.82
0114_0060,12914,120.45
0114_0061,23244,217.02
0114_0062,28005,261.73
0114_0063,45849,428.92
0114_0064,25093,234.98
0114_0065,24394,228.66
0114_0066,26234,246.15
0114_0067,33533,314.95
0114_0068,19704,185.25
0114_0069,21512,202.46
0114_0070,33581,316.36
0114_0071,16545,156.03
0114_0072,19547,184.53
0114_0073,16496,155.89
0114_0074,25667,242.80
0114_0075,120225,1138.47
0114_0076,16204,153.60
0114_0077,16215,153.87
0114_0078,28003,266.01
0114_0079,19939,189.60
0114_0080,15528,147.82
0114_0081,23809,226.89
0114_0082,30604,291.95
0114_0083,18884,180.34
0114_0084,12664,121.07
0114_0085,63471,607.44
0114_0086,18333,175.64
0114_0087,9170,87.95
0114_0088,6104,58.61
0114_0089,3723,35.79
0114_0090,12848,123.63
0114_0091,10811,104.15
0114_0092,18358,177.05
0114_0093,9467,91.40
0114_0094,7477,72.27
0114_0095,33689,325.99
0114_0096,11286,109.33
0114_0097,14551,141.12
0114_0098,14458,140.38
0114_0099,3573,34.73
0114_0100,29643,288.47
0114_0101,24999,243.56
0114_0102,36070,351.82
0114_0103,39477,385.50
0114_0104,74245,725.85
0114_0105,52948,518.25
0114_0106,30105,295.01
0114_0107,6586,64.61
0114_0108,13696,134.53
0114_0109,11344,111.56
0114_0110,70601,695.11
0114_0111,34151,336.64
0114_0112,24726,244.03
0114_0113,21727,214.69
0114_0114,1829,18.09
